Domain,avg_acc,worst_case_acc,best_case_acc
art_painting,80.0341796875,73.92578125,84.912109375
cartoon,76.55290102389078,73.97610921501706,80.20477815699658
photo,94.92814371257485,93.47305389221557,96.46706586826348
sketch,67.79333163654874,63.8839399338254,80.09671672181217
