,mean_accuracy,val_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/lr,config/momentum,config/batch_size,config/weight_decay,config/criterion,config/optimizer,config/betas,config/eps,config/nesterov,should_checkpoint,logdir
0,97.44224422442244,0.09391478154033718,1733474376,checkpoint_000001,False,10,01407_00000,2024-12-06_09-39-36,68.86133122444153,689.8129253387451,21340,Peter-Desktop,127.0.0.1,689.8129253387451,10,1e-05,0.31937067566181077,32,0.00047045820172810556,cross_entropy,adam,"[0.85, 0.95]",1e-07,True,True,01407_00000
1,63.53135313531353,1.0788136960649648,1733474459,,True,1,01407_00001,2024-12-06_09-40-59,75.99725818634033,75.99725818634033,11368,Peter-Desktop,127.0.0.1,75.99725818634033,1,0.001,0.6501680710136848,16,0.0019448042954601536,cross_entropy,adamw,"[0.92, 0.98]",1e-08,False,,01407_00001
2,24.58745874587459,2.350558822304502,1733474566,,True,1,01407_00002,2024-12-06_09-42-46,100.77336192131042,100.77336192131042,16104,Peter-Desktop,127.0.0.1,100.77336192131042,1,0.01,0.5886922658487673,8,9.470037318334931e-06,cross_entropy,adam,"[0.75, 0.9]",1e-08,True,,01407_00002
3,96.2871287128713,0.11929665609776187,1733474867,,True,4,01407_00003,2024-12-06_09-47-47,73.33142805099487,295.3279595375061,19496,Peter-Desktop,127.0.0.1,295.3279595375061,4,0.001,0.4906175017226097,16,0.000683158190792118,cross_entropy,sgd,"[0.7, 0.999]",1e-06,True,,01407_00003
4,97.6897689768977,0.0730636055541314,1733475618,checkpoint_000001,False,10,01407_00004,2024-12-06_10-00-18,74.34070348739624,744.940670967102,25504,Peter-Desktop,127.0.0.1,744.940670967102,10,1e-05,0.15756527620444896,16,0.0029137204583241792,cross_entropy,adam,"[0.85, 0.98]",1e-06,True,True,01407_00004
5,28.382838283828384,1.9589338212123406,1733475694,,True,1,01407_00005,2024-12-06_10-01-34,69.93491220474243,69.93491220474243,21168,Peter-Desktop,127.0.0.1,69.93491220474243,1,0.01,0.10264784946872785,32,2.5341406892190585e-06,cross_entropy,adam,"[0.75, 0.9]",1e-08,False,,01407_00005
6,95.62706270627062,0.16812486117306125,1733475996,,True,4,01407_00006,2024-12-06_10-06-36,73.73572254180908,296.25293231010437,12180,Peter-Desktop,127.0.0.1,296.25293231010437,4,0.01,0.16202246048671728,16,1.9993981895257762e-05,cross_entropy,sgd,"[0.9, 0.95]",1e-07,False,,01407_00006
7,96.86468646864687,0.11023131931329717,1733476693,checkpoint_000001,False,10,01407_00007,2024-12-06_10-18-13,69.4980845451355,690.5099279880524,4524,Peter-Desktop,127.0.0.1,690.5099279880524,10,0.0001,0.5736424668225846,32,0.0018873676895018114,cross_entropy,adamw,"[0.75, 0.9]",1e-06,False,True,01407_00007
8,48.679867986798676,1.8071231899088365,1733476800,,True,1,01407_00008,2024-12-06_10-20-00,100.35894274711609,100.35894274711609,10288,Peter-Desktop,127.0.0.1,100.35894274711609,1,0.001,0.5817167989750629,8,0.004726588802315591,cross_entropy,adamw,"[0.9, 0.95]",1e-08,False,,01407_00008
9,37.45874587458746,2.5217287476995205,1733476907,,True,1,01407_00009,2024-12-06_10-21-47,101.1595196723938,101.1595196723938,3604,Peter-Desktop,127.0.0.1,101.1595196723938,1,0.001,0.24382453280293068,8,3.884450618014183e-06,cross_entropy,adamw,"[0.7, 0.9]",1e-06,True,,01407_00009
10,32.59075907590759,1.8092416729470684,1733476989,,True,1,01407_00010,2024-12-06_10-23-09,76.02617812156677,76.02617812156677,2088,Peter-Desktop,127.0.0.1,76.02617812156677,1,0.01,0.10362085337645247,16,0.0012353565436252075,cross_entropy,adamw,"[0.92, 0.98]",1e-07,False,,01407_00010
11,24.174917491749174,1.895025363062868,1733477065,,True,1,01407_00011,2024-12-06_10-24-25,70.0387852191925,70.0387852191925,17556,Peter-Desktop,127.0.0.1,70.0387852191925,1,0.01,0.4748112872638724,32,6.999585093916913e-06,cross_entropy,adamw,"[0.8, 0.95]",1e-07,True,,01407_00011
12,24.834983498349835,1.8872219666396037,1733477141,,True,1,01407_00012,2024-12-06_10-25-41,69.52786302566528,69.52786302566528,18408,Peter-Desktop,127.0.0.1,69.52786302566528,1,0.0001,0.11868991440801899,32,2.803021470495963e-06,cross_entropy,sgd,"[0.9, 0.999]",1e-07,True,,01407_00012
13,91.996699669967,0.48325691364779333,1733477223,,True,1,01407_00013,2024-12-06_10-27-03,76.00195097923279,76.00195097923279,8796,Peter-Desktop,127.0.0.1,76.00195097923279,1,1e-05,0.7646269383127485,16,1.4747792238849807e-05,cross_entropy,adamw,"[0.8, 0.888]",1e-06,True,,01407_00013
14,78.96039603960396,0.623274047185879,1733477299,,True,1,01407_00014,2024-12-06_10-28-19,69.96063899993896,69.96063899993896,17292,Peter-Desktop,127.0.0.1,69.96063899993896,1,0.001,0.3309268605567133,32,2.0318220657269445e-06,cross_entropy,adam,"[0.8, 0.888]",1e-07,False,,01407_00014
15,78.38283828382838,0.6518232499805614,1733477376,,True,1,01407_00015,2024-12-06_10-29-36,70.19849896430969,70.19849896430969,25456,Peter-Desktop,127.0.0.1,70.19849896430969,1,0.001,0.17666711398623466,32,1.8375220056885128e-05,cross_entropy,adamw,"[0.95, 0.98]",1e-06,True,,01407_00015
16,91.25412541254126,0.7263802207342469,1733477452,,True,1,01407_00016,2024-12-06_10-30-52,70.09841465950012,70.09841465950012,13604,Peter-Desktop,127.0.0.1,70.09841465950012,1,1e-05,0.34887158049170297,32,5.218495316945709e-06,cross_entropy,adam,"[0.9, 0.9]",1e-06,False,,01407_00016
