Domain,avg_acc,worst_case_acc,best_case_acc
art_painting,61.30859375,58.59375,63.720703125
cartoon,70.52047781569965,67.44880546075085,72.31228668941979
photo,80.88622754491018,79.22155688622755,82.87425149700599
sketch,68.1827437006872,54.23771952150675,73.22473911936879
