Domain,avg_acc,worst_case_acc,best_case_acc
art_painting,64.150390625,53.515625,71.19140625
cartoon,72.94368600682593,69.36860068259385,75.93856655290102
photo,86.2994011976048,83.35329341317366,88.20359281437126
sketch,68.72232120132348,63.3494527869687,72.58844489692034
