,mean_accuracy,val_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/lr,config/momentum,config/batch_size,config/weight_decay,config/criterion,config/optimizer,config/betas,config/eps,config/nesterov,logdir,should_checkpoint
0,87.80048076923077,0.3419787606891567,1733417721,,True,1,58d2b_00000,2024-12-05_17-55-21,150.83567881584167,150.83567881584167,17908,Peter-Desktop,127.0.0.1,150.83567881584167,1,0.0001,0.26277824562853713,8,0.0022700415525492364,cross_entropy,adamw,"[0.9, 0.95]",1e-08,False,58d2b_00000,
1,92.78846153846153,0.23653962173543383,1733418970,checkpoint_000001,False,10,58d2b_00001,2024-12-05_18-16-10,142.323410987854,1400.597938299179,24616,Peter-Desktop,127.0.0.1,1400.597938299179,10,0.01,0.2690542777727686,8,0.007697591928692039,cross_entropy,sgd,"[0.99, 0.999]",1e-07,False,58d2b_00001,True
2,25.360576923076923,1.8298245095289671,1733417856,,True,1,58d2b_00002,2024-12-05_17-57-36,129.56121397018433,129.56121397018433,8824,Peter-Desktop,127.0.0.1,129.56121397018433,1,0.0001,0.4136714223628877,32,1.4189609042699123e-06,cross_entropy,sgd,"[0.9, 0.95]",1e-08,False,58d2b_00002,
3,44.53125,1.673829925748018,1733418001,,True,1,58d2b_00003,2024-12-05_18-00-01,139.52423286437988,139.52423286437988,6016,Peter-Desktop,127.0.0.1,139.52423286437988,1,0.001,0.3893780582570509,16,5.5621160479661494e-06,cross_entropy,adam,"[0.95, 0.98]",1e-07,True,58d2b_00003,
4,92.0673076923077,0.25256980574816296,1733418563,,True,4,58d2b_00004,2024-12-05_18-09-23,138.7140657901764,555.91455245018,19240,Peter-Desktop,127.0.0.1,555.91455245018,4,0.0001,0.16592864172331362,16,0.005234878617291005,cross_entropy,adamw,"[0.9, 0.9]",1e-06,False,58d2b_00004,
5,94.59134615384616,0.16285871671369442,1733419852,checkpoint_000001,False,10,58d2b_00005,2024-12-05_18-30-52,128.8557209968567,1282.857432126999,16888,Peter-Desktop,127.0.0.1,1282.857432126999,10,1e-05,0.1535988998231977,32,0.0005064104818202293,cross_entropy,adamw,"[0.95, 0.999]",1e-06,False,58d2b_00005,True
6,92.8485576923077,0.22894550555177445,1733419571,,True,4,58d2b_00006,2024-12-05_18-26-11,147.96417760849,594.1353628635406,14156,Peter-Desktop,127.0.0.1,594.1353628635406,4,0.0001,0.11172042099970621,8,0.002825801426983151,cross_entropy,adam,"[0.7, 0.999]",1e-08,True,58d2b_00006,
7,44.17067307692308,1.8465398343709798,1733419707,,True,1,58d2b_00007,2024-12-05_18-28-27,130.21657276153564,130.21657276153564,15428,Peter-Desktop,127.0.0.1,130.21657276153564,1,0.001,0.28321970733945623,32,0.00021609822607850047,cross_entropy,adam,"[0.95, 0.999]",1e-06,True,58d2b_00007,
8,83.77403846153847,0.7400177714343255,1733419850,,True,1,58d2b_00008,2024-12-05_18-30-50,136.36073851585388,136.36073851585388,16948,Peter-Desktop,127.0.0.1,136.36073851585388,1,0.001,0.33215569481825374,16,3.3562686632788973e-06,cross_entropy,sgd,"[0.8, 0.888]",1e-06,True,58d2b_00008,
9,71.51442307692308,0.8348799367936758,1733419989,,True,1,58d2b_00009,2024-12-05_18-33-09,132.9265742301941,132.9265742301941,14448,Peter-Desktop,127.0.0.1,132.9265742301941,1,0.01,0.882913771532171,16,2.0329121835918105e-05,cross_entropy,sgd,"[0.85, 0.98]",1e-08,False,58d2b_00009,
