,mean_accuracy,val_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/lr,config/momentum,config/batch_size,config/weight_decay,config/criterion,config/optimizer,config/betas,config/eps,config/nesterov,should_checkpoint,logdir
0,95.15113350125945,0.14699616418771388,1733353746,checkpoint_000001,False,10,9f34a_00000,2024-12-05_00-09-06,44.3112576007843,482.7284939289093,20136,Peter-Desktop,127.0.0.1,482.7284939289093,10,1e-05,0.5572675138297652,16,0.0024564786529363398,cross_entropy,adam,"[0.8, 0.888]",1e-06,False,True,9f34a_00000
1,93.19899244332494,0.2261796741176312,1733353712,checkpoint_000001,False,10,9f34a_00001,2024-12-05_00-08-32,44.4314067363739,449.10056161880493,13408,Peter-Desktop,127.0.0.1,449.10056161880493,10,0.001,0.6396748960430728,64,0.0007251577079237468,cross_entropy,sgd,"[0.85, 0.95]",1e-07,True,True,9f34a_00001
2,18.261964735516372,1.9666014138036771,1733353759,,True,1,9f34a_00002,2024-12-05_00-09-19,41.04079556465149,41.04079556465149,16560,Peter-Desktop,127.0.0.1,41.04079556465149,1,1e-05,0.8382348016478623,64,0.00030306203931518283,cross_entropy,sgd,"[0.8, 0.888]",1e-08,True,,9f34a_00002
3,19.20654911838791,3.0765266814820413,1733353798,,True,1,9f34a_00003,2024-12-05_00-09-58,45.379470348358154,45.379470348358154,6076,Peter-Desktop,127.0.0.1,45.379470348358154,1,0.01,0.44686618706129355,16,0.008778941833419344,cross_entropy,adam,"[0.85, 0.95]",1e-06,True,,9f34a_00003
4,22.04030226700252,1.9877913412579362,1733353808,,True,1,9f34a_00004,2024-12-05_00-10-08,42.85982084274292,42.85982084274292,10088,Peter-Desktop,127.0.0.1,42.85982084274292,1,0.01,0.7966743742440505,32,0.0032607457710354952,cross_entropy,adamw,"[0.85, 0.95]",1e-07,True,,9f34a_00004
5,90.42821158690177,0.32298846096175743,1733353976,,True,4,9f34a_00005,2024-12-05_00-12-56,44.841431617736816,172.66331934928894,15132,Peter-Desktop,127.0.0.1,172.66331934928894,4,1e-05,0.35337515111491835,64,0.0033963532302957963,cross_entropy,adamw,"[0.85, 0.95]",1e-08,False,,9f34a_00005
6,60.70528967254408,1.309253072258207,1733353861,,True,1,9f34a_00006,2024-12-05_00-11-01,46.24680256843567,46.24680256843567,18036,Peter-Desktop,127.0.0.1,46.24680256843567,1,0.001,0.12733527689510965,32,0.005433332127802263,cross_entropy,adam,"[0.85, 0.95]",1e-08,True,,9f34a_00006
7,90.11335012594458,0.3061604642447657,1733354037,,True,4,9f34a_00007,2024-12-05_00-13-57,40.95834684371948,170.05635499954224,16544,Peter-Desktop,127.0.0.1,170.05635499954224,4,0.001,0.8300185245597376,128,0.005118368869005648,cross_entropy,adam,"[0.85, 0.95]",1e-06,True,,9f34a_00007
8,16.49874055415617,2.050533395269956,1733354028,,True,1,9f34a_00008,2024-12-05_00-13-48,45.69209337234497,45.69209337234497,2100,Peter-Desktop,127.0.0.1,45.69209337234497,1,1e-05,0.6862639867691062,32,0.0015449299108022624,cross_entropy,sgd,"[0.9, 0.999]",1e-07,False,,9f34a_00008
9,67.9471032745592,1.1037432016893958,1733354077,,True,1,9f34a_00009,2024-12-05_00-14-37,42.48331665992737,42.48331665992737,24036,Peter-Desktop,127.0.0.1,42.48331665992737,1,1e-05,0.26222402774635045,128,0.006667603989937437,cross_entropy,adam,"[0.85, 0.95]",1e-07,True,,9f34a_00009
10,93.3249370277078,0.2255774587392807,1733354476,checkpoint_000001,False,10,9f34a_00010,2024-12-05_00-21-16,44.10974621772766,431.9942584037781,4460,Peter-Desktop,127.0.0.1,431.9942584037781,10,0.0001,0.14721399832025336,32,0.0002535785895732315,cross_entropy,adam,"[0.8, 0.888]",1e-07,False,True,9f34a_00010
11,71.09571788413098,0.8272028341701709,1733354132,,True,1,9f34a_00011,2024-12-05_00-15-32,49.49069023132324,49.49069023132324,15708,Peter-Desktop,127.0.0.1,49.49069023132324,1,0.001,0.6959333252328815,16,0.003566168733219404,cross_entropy,adamw,"[0.8, 0.888]",1e-08,True,,9f34a_00011
12,21.788413098236777,3.921242651470963,1733354183,,True,1,9f34a_00012,2024-12-05_00-16-23,45.22347903251648,45.22347903251648,15952,Peter-Desktop,127.0.0.1,45.22347903251648,1,0.01,0.15413293050606128,64,0.0010034667088227097,cross_entropy,adamw,"[0.85, 0.95]",1e-08,False,,9f34a_00012
13,93.639798488665,0.20115366463622159,1733354366,,True,4,9f34a_00013,2024-12-05_00-19-26,45.71019983291626,177.18572330474854,17644,Peter-Desktop,127.0.0.1,177.18572330474854,4,0.0001,0.5475936667316511,32,0.009860793346691384,cross_entropy,adamw,"[0.9, 0.999]",1e-06,True,,9f34a_00013
14,13.413098236775818,15.043052226530214,1733354420,,True,1,9f34a_00014,2024-12-05_00-20-20,48.259639263153076,48.259639263153076,4164,Peter-Desktop,127.0.0.1,48.259639263153076,1,0.01,0.2324895268920395,32,0.006664848507670539,cross_entropy,adamw,"[0.9, 0.999]",1e-08,True,,9f34a_00014
15,74.11838790931989,0.8210403018394105,1733354472,,True,1,9f34a_00015,2024-12-05_00-21-12,45.54990530014038,45.54990530014038,3156,Peter-Desktop,127.0.0.1,45.54990530014038,1,0.001,0.4140109391876543,64,0.006751706680966014,cross_entropy,adam,"[0.85, 0.95]",1e-07,True,,9f34a_00015
16,95.4030226700252,0.14684300239125186,1733354909,checkpoint_000001,False,10,9f34a_00016,2024-12-05_00-28-29,45.8024365901947,431.619277715683,13468,Peter-Desktop,127.0.0.1,431.619277715683,10,0.0001,0.6293929881245682,32,0.0033809563404702714,cross_entropy,adamw,"[0.85, 0.95]",1e-08,True,True,9f34a_00016
17,85.26448362720403,0.41495404512590967,1733354530,,True,1,9f34a_00017,2024-12-05_00-22-10,48.25778150558472,48.25778150558472,9360,Peter-Desktop,127.0.0.1,48.25778150558472,1,0.01,0.8770782060268075,16,0.009140006280056153,cross_entropy,sgd,"[0.85, 0.95]",1e-07,False,,9f34a_00017
18,67.75818639798489,0.9467841753130896,1733354583,,True,1,9f34a_00018,2024-12-05_00-23-03,47.28627610206604,47.28627610206604,22600,Peter-Desktop,127.0.0.1,47.28627610206604,1,0.001,0.8016467477467889,32,0.006614255198433775,cross_entropy,adam,"[0.85, 0.95]",1e-07,True,,9f34a_00018
19,83.50125944584383,0.6506632805170881,1733354635,,True,1,9f34a_00019,2024-12-05_00-23-55,46.226237297058105,46.226237297058105,5304,Peter-Desktop,127.0.0.1,46.226237297058105,1,1e-05,0.3897605041442239,32,0.004799927880869855,cross_entropy,adam,"[0.8, 0.888]",1e-08,False,,9f34a_00019
20,69.77329974811083,1.1441987479663915,1733354686,,True,1,9f34a_00020,2024-12-05_00-24-46,44.28694534301758,44.28694534301758,24376,Peter-Desktop,127.0.0.1,44.28694534301758,1,0.001,0.774402012125387,128,0.00972953993966004,cross_entropy,sgd,"[0.85, 0.95]",1e-08,False,,9f34a_00020
21,72.60705289672543,0.9540277757032092,1733354737,,True,1,9f34a_00021,2024-12-05_00-25-37,45.76371622085571,45.76371622085571,23480,Peter-Desktop,127.0.0.1,45.76371622085571,1,0.001,0.39876828426789646,64,0.007509101785957542,cross_entropy,adamw,"[0.8, 0.888]",1e-07,False,,9f34a_00021
22,23.36272040302267,2.5809770927621374,1733354790,,True,1,9f34a_00022,2024-12-05_00-26-30,46.25184392929077,46.25184392929077,16884,Peter-Desktop,127.0.0.1,46.25184392929077,1,0.01,0.5636844523127892,32,0.0018521006297487676,cross_entropy,adamw,"[0.9, 0.999]",1e-07,True,,9f34a_00022
23,84.25692695214106,0.6486695221899739,1733354842,,True,1,9f34a_00023,2024-12-05_00-27-22,45.865386962890625,45.865386962890625,16160,Peter-Desktop,127.0.0.1,45.865386962890625,1,1e-05,0.24880183874754136,32,0.003127105928295617,cross_entropy,adam,"[0.85, 0.95]",1e-07,False,,9f34a_00023
24,94.58438287153652,0.18984015186268002,1733355298,checkpoint_000001,False,10,9f34a_00024,2024-12-05_00-34-58,45.657989740371704,449.65370655059814,2776,Peter-Desktop,127.0.0.1,449.65370655059814,10,0.0001,0.30768025214019845,32,0.008501027482934938,cross_entropy,adam,"[0.85, 0.95]",1e-06,True,True,9f34a_00024
25,93.51385390428212,0.19681486571841036,1733355098,,True,4,9f34a_00025,2024-12-05_00-31-38,44.840051889419556,182.60932111740112,10628,Peter-Desktop,127.0.0.1,182.60932111740112,4,0.0001,0.11210368278130901,32,0.004331293171640247,cross_entropy,adam,"[0.8, 0.888]",1e-06,False,,9f34a_00025
26,96.22166246851386,0.12643217066689347,1733355570,checkpoint_000001,False,10,9f34a_00026,2024-12-05_00-39-30,47.90544652938843,465.90890431404114,13320,Peter-Desktop,127.0.0.1,465.90890431404114,10,0.01,0.4297535522520106,16,0.005797473485554656,cross_entropy,sgd,"[0.85, 0.95]",1e-06,True,True,9f34a_00026
27,13.476070528967254,2.0589697895482444,1733355349,,True,1,9f34a_00027,2024-12-05_00-35-49,45.2651104927063,45.2651104927063,6520,Peter-Desktop,127.0.0.1,45.2651104927063,1,1e-05,0.1908753032725925,64,0.003321512050881589,cross_entropy,sgd,"[0.9, 0.999]",1e-08,False,,9f34a_00027
28,19.836272040302266,1.8280834671231903,1733355401,,True,1,9f34a_00028,2024-12-05_00-36-41,45.56533670425415,45.56533670425415,4460,Peter-Desktop,127.0.0.1,45.56533670425415,1,0.01,0.698031794621233,64,0.005613049890644489,cross_entropy,adam,"[0.8, 0.888]",1e-08,False,,9f34a_00028
29,94.45843828715365,0.17416509234605085,1733355592,,True,4,9f34a_00029,2024-12-05_00-39-52,36.30542826652527,185.67824745178223,13164,Peter-Desktop,127.0.0.1,185.67824745178223,4,0.0001,0.3846939491585024,16,0.005114915387236724,cross_entropy,adamw,"[0.9, 0.999]",1e-07,True,,9f34a_00029
