Domain,avg_acc,worst_case_acc,best_case_acc
art_painting,60.8251953125,56.298828125,64.94140625
cartoon,69.94027303754265,67.87542662116041,71.41638225255973
photo,80.7065868263473,78.562874251497,82.39520958083833
sketch,67.61516925426318,57.241028251463476,72.53754135912446
