Domain,avg_acc,worst_case_acc,best_case_acc
art_painting,80.9765625,76.953125,83.3984375
cartoon,76.80887372013652,72.65358361774744,79.39419795221843
photo,95.50299401197604,94.97005988023952,96.7065868263473
sketch,66.51056248409265,55.892084499872745,72.00305421226776
