,mean_accuracy,val_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/lr,config/momentum,config/batch_size,config/weight_decay,config/criterion,config/optimizer,config/betas,config/eps,config/nesterov,logdir,should_checkpoint
0,16.481360366252453,1.9362537478839283,1733411620,,True,1,2f1e4_00000,2024-12-05_16-13-40,133.45760679244995,133.45760679244995,1928,Peter-Desktop,127.0.0.1,133.45760679244995,1,1e-05,0.277987876418548,8,0.0058084526953032,cross_entropy,sgd,"[0.8, 0.888]",1e-08,False,2f1e4_00000,
1,37.410071942446045,1.6867696349335466,1733412764,checkpoint_000001,False,10,2f1e4_00001,2024-12-05_16-32-44,128.51713609695435,1277.3613090515137,6780,Peter-Desktop,127.0.0.1,1277.3613090515137,10,0.01,0.1697197615757829,16,3.5974640862307392e-06,cross_entropy,adamw,"[0.9, 0.999]",1e-07,False,2f1e4_00001,True
2,81.75277959450621,0.6462570480695341,1733412822,checkpoint_000001,False,10,2f1e4_00002,2024-12-05_16-33-42,111.1636061668396,1195.723667383194,11912,Peter-Desktop,127.0.0.1,1195.723667383194,10,0.001,0.569860823424248,32,4.496826308029896e-05,cross_entropy,adam,"[0.7, 0.999]",1e-06,True,2f1e4_00002,True
3,95.35644211903205,0.13412865202239257,1733414056,checkpoint_000001,False,10,2f1e4_00003,2024-12-05_16-54-16,129.76990270614624,1285.2791380882263,3828,Peter-Desktop,127.0.0.1,1285.2791380882263,10,0.001,0.15878598209035685,8,8.969491920280672e-06,cross_entropy,sgd,"[0.85, 0.95]",1e-08,True,2f1e4_00003,True
4,48.724656638325705,1.6214579982333437,1733412957,,True,1,2f1e4_00004,2024-12-05_16-35-57,129.8743588924408,129.8743588924408,7200,Peter-Desktop,127.0.0.1,129.8743588924408,1,0.0001,0.2300594153815945,8,2.404933000134064e-05,cross_entropy,sgd,"[0.88, 0.999]",1e-06,False,2f1e4_00004,
5,18.770438194898627,1.8911543705636493,1733413101,,True,1,2f1e4_00005,2024-12-05_16-38-21,137.43111896514893,137.43111896514893,17068,Peter-Desktop,127.0.0.1,137.43111896514893,1,1e-05,0.16092965736715525,8,0.0002586130573080875,cross_entropy,sgd,"[0.88, 0.999]",1e-08,True,2f1e4_00005,
6,95.02943100065403,0.18101664832345485,1733414272,checkpoint_000001,False,10,2f1e4_00006,2024-12-05_16-57-52,110.38446402549744,1164.9754388332367,1996,Peter-Desktop,127.0.0.1,1164.9754388332367,10,0.001,0.17587371633319127,32,0.0004914808856410843,cross_entropy,sgd,"[0.9, 0.95]",1e-08,False,2f1e4_00006,True
7,21.517331589274036,1.8612419875951434,1733414200,,True,1,2f1e4_00007,2024-12-05_16-56-40,138.31345105171204,138.31345105171204,22392,Peter-Desktop,127.0.0.1,138.31345105171204,1,0.01,0.19954059785557146,8,0.00010759120882812154,cross_entropy,adamw,"[0.7, 0.9]",1e-07,True,2f1e4_00007,
8,91.23610202746893,0.37966677753109807,1733414672,,True,4,2f1e4_00008,2024-12-05_17-04-32,119.35048866271973,464.9629375934601,23580,Peter-Desktop,127.0.0.1,464.9629375934601,4,0.001,0.16834118026662379,32,0.0010608135090532322,cross_entropy,sgd,"[0.85, 0.98]",1e-06,False,2f1e4_00008,
9,93.72138652714192,0.20955629418241659,1733415455,checkpoint_000001,False,10,2f1e4_00009,2024-12-05_17-17-35,121.41349673271179,1176.9743223190308,19264,Peter-Desktop,127.0.0.1,1176.9743223190308,10,0.0001,0.14353900109811424,32,0.005716393556965955,cross_entropy,adamw,"[0.92, 0.98]",1e-07,False,2f1e4_00009,True
