,accuracy,std
resnet18,64.82844962554137,6.1528860702360335
resnet34,66.22843078428116,6.856282385034372
resnet50,66.40729769929168,12.83011696437032
densenet121,64.99453931228022,10.458354738868438
densenet161,64.83792144235201,7.8405863578466475
resnet18_pt,68.69178872819336,7.385096673769427
resnet34_pt,75.11721324946492,16.053879465739563
resnet50_pt,67.39674297068404,12.48419959798491
densenet121_pt,64.87545796712128,11.031077398895238
densenet161_pt,64.68074464881255,5.991167845164964
