,mean_accuracy,val_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/lr,config/momentum,config/batch_size,config/weight_decay,config/criterion,config/optimizer,config/betas,config/eps,config/nesterov,should_checkpoint,logdir
0,97.1947194719472,0.10640494690181398,1733423163,checkpoint_000001,False,10,24574_00000,2024-12-05_19-26-03,96.01682138442993,956.6880691051483,1920,Peter-Desktop,127.0.0.1,956.6880691051483,10,1e-05,0.10476817533116478,32,0.0032017109176351055,cross_entropy,adamw,"[0.85, 0.95]",1e-06,True,True,24574_00000
1,96.94719471947195,0.09886033368105202,1733423274,checkpoint_000001,False,10,24574_00001,2024-12-05_19-27-54,100.54957056045532,1067.7334315776825,13348,Peter-Desktop,127.0.0.1,1067.7334315776825,10,1e-05,0.2500554045501739,8,0.0011695783637390852,cross_entropy,adam,"[0.85, 0.95]",1e-07,False,True,24574_00001
2,31.353135313531354,1.8115032057557563,1733423265,,True,1,24574_00002,2024-12-05_19-27-45,95.79222679138184,95.79222679138184,18928,Peter-Desktop,127.0.0.1,95.79222679138184,1,1e-05,0.9148445921050415,32,0.0005098746575403958,cross_entropy,sgd,"[0.8, 0.888]",1e-07,True,,24574_00002
3,18.894389438943893,3.393604020474374,1733423373,,True,1,24574_00003,2024-12-05_19-29-33,102.1136167049408,102.1136167049408,11100,Peter-Desktop,127.0.0.1,102.1136167049408,1,0.001,0.6408447584180306,8,0.0008433042193891815,cross_entropy,adam,"[0.7, 0.9]",1e-08,False,,24574_00003
4,91.66666666666667,0.25435118980877863,1733423383,,True,1,24574_00004,2024-12-05_19-29-43,102.70443606376648,102.70443606376648,4480,Peter-Desktop,127.0.0.1,102.70443606376648,1,0.0001,0.18038030573760802,8,0.0010582452248361941,cross_entropy,adamw,"[0.7, 0.999]",1e-06,False,,24574_00004
5,31.848184818481847,1.8714770283242657,1733423481,,True,1,24574_00005,2024-12-05_19-31-21,101.72443151473999,101.72443151473999,10816,Peter-Desktop,127.0.0.1,101.72443151473999,1,0.001,0.21236449241435407,8,0.0010663054592107732,cross_entropy,adam,"[0.85, 0.95]",1e-06,True,,24574_00005
6,78.87788778877888,1.1038998086066922,1733423483,,True,1,24574_00006,2024-12-05_19-31-23,93.96110677719116,93.96110677719116,11460,Peter-Desktop,127.0.0.1,93.96110677719116,1,0.001,0.3179779189555365,32,7.464701007422054e-05,cross_entropy,sgd,"[0.9, 0.999]",1e-07,True,,24574_00006
7,95.95709570957095,0.13783522437114526,1733423871,,True,4,24574_00007,2024-12-05_19-37-51,96.77172493934631,384.0419464111328,14284,Peter-Desktop,127.0.0.1,384.0419464111328,4,0.0001,0.9388969838335467,32,0.0003056051879183476,cross_entropy,adamw,"[0.95, 0.999]",1e-07,True,,24574_00007
8,96.03960396039604,0.12122158017685704,1733423872,,True,4,24574_00008,2024-12-05_19-37-52,95.50283145904541,382.83346152305603,23948,Peter-Desktop,127.0.0.1,382.83346152305603,4,0.0001,0.3406912764029015,32,2.852864859878658e-05,cross_entropy,adam,"[0.92, 0.98]",1e-08,False,,24574_00008
9,91.996699669967,0.3588420980342544,1733423983,,True,1,24574_00009,2024-12-05_19-39-43,105.4099006652832,105.4099006652832,14400,Peter-Desktop,127.0.0.1,105.4099006652832,1,0.001,0.27600934976468633,8,5.229741604443673e-06,cross_entropy,sgd,"[0.7, 0.9]",1e-08,True,,24574_00009
10,98.1023102310231,0.0685476553090387,1733424960,checkpoint_000001,False,10,24574_00010,2024-12-05_19-56-00,108.90138125419617,1081.4232997894287,24888,Peter-Desktop,127.0.0.1,1081.4232997894287,10,1e-05,0.14203585625939,8,8.82751014688917e-05,cross_entropy,adam,"[0.9, 0.999]",1e-07,True,True,24574_00010
11,97.77227722772277,0.09677639684510009,1733424972,checkpoint_000001,False,10,24574_00011,2024-12-05_19-56-12,90.91008234024048,983.443204164505,22452,Peter-Desktop,127.0.0.1,983.443204164505,10,0.001,0.8751791136700464,16,0.005324234479538143,cross_entropy,sgd,"[0.92, 0.98]",1e-06,False,True,24574_00011
12,37.95379537953795,1.6756384349105382,1733425071,,True,1,24574_00012,2024-12-05_19-57-51,104.38467454910278,104.38467454910278,9380,Peter-Desktop,127.0.0.1,104.38467454910278,1,0.001,0.11978165061181045,8,3.6318965609426165e-06,cross_entropy,adamw,"[0.95, 0.98]",1e-07,False,,24574_00012
13,39.521452145214525,1.834964949699125,1733425082,,True,1,24574_00013,2024-12-05_19-58-02,104.16539573669434,104.16539573669434,416,Peter-Desktop,127.0.0.1,104.16539573669434,1,0.001,0.3356266570281113,8,0.0018264376143638924,cross_entropy,adamw,"[0.85, 0.98]",1e-07,True,,24574_00013
14,49.917491749174914,1.6391581411015477,1733425175,,True,1,24574_00014,2024-12-05_19-59-35,98.1073169708252,98.1073169708252,14036,Peter-Desktop,127.0.0.1,98.1073169708252,1,0.0001,0.23108525436307625,8,0.00017929464551146354,cross_entropy,sgd,"[0.85, 0.95]",1e-06,False,,24574_00014
15,91.996699669967,0.237911710860638,1733425189,,True,1,24574_00015,2024-12-05_19-59-49,100.78326869010925,100.78326869010925,12416,Peter-Desktop,127.0.0.1,100.78326869010925,1,0.0001,0.32699048866349534,8,0.0015575884636864726,cross_entropy,adam,"[0.9, 0.999]",1e-07,True,,24574_00015
