Domain,avg_acc,worst_case_acc,best_case_acc
art_painting,64.0625,62.744140625,66.064453125
cartoon,69.25341296928327,67.36348122866895,71.07508532423208
photo,81.97005988023952,79.40119760479043,84.07185628742515
sketch,70.86790531941969,65.25833545431408,74.59913463985747
