,mean_accuracy,val_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/lr,config/momentum,config/batch_size,config/weight_decay,config/criterion,config/optimizer,config/betas,config/eps,config/nesterov,should_checkpoint,logdir
0,32.241813602015114,1.7660874191399485,1733427234,checkpoint_000001,False,10,cf552_00000,2024-12-05_20-33-54,127.94185256958008,1305.3860473632812,6640,Peter-Desktop,127.0.0.1,1305.3860473632812,10,1e-05,0.27899757235740463,32,5.9031713300958406e-06,cross_entropy,sgd,"[0.9, 0.999]",1e-08,True,True,cf552_00000
1,58.81612090680101,1.2037636029630223,1733427235,checkpoint_000001,False,10,cf552_00001,2024-12-05_20-33-55,127.48936247825623,1306.0567829608917,8092,Peter-Desktop,127.0.0.1,1306.0567829608917,10,0.01,0.1743605214434845,32,0.00014436808020463912,cross_entropy,adamw,"[0.9, 0.999]",1e-07,False,True,cf552_00001
2,86.83879093198992,0.3529823273531764,1733428792,checkpoint_000001,False,10,cf552_00002,2024-12-05_20-59-53,153.625892162323,1551.2913410663605,11032,Peter-Desktop,127.0.0.1,1551.2913410663605,10,0.001,0.11700586060408236,8,0.0013238029662860828,cross_entropy,adam,"[0.8, 0.888]",1e-06,True,True,cf552_00002
3,97.22921914357683,0.08582967714059357,1733428629,checkpoint_000001,False,10,cf552_00003,2024-12-05_20-57-09,140.33404183387756,1387.8963282108307,21188,Peter-Desktop,127.0.0.1,1387.8963282108307,10,0.0001,0.12412680357239739,16,0.0012119021189993006,cross_entropy,adamw,"[0.9, 0.95]",1e-07,False,True,cf552_00003
4,28.148614609571787,1.786951161151569,1733428766,,True,1,cf552_00004,2024-12-05_20-59-26,131.02028918266296,131.02028918266296,6148,Peter-Desktop,127.0.0.1,131.02028918266296,1,0.0001,0.38485178807384324,32,6.375600635603164e-05,cross_entropy,sgd,"[0.85, 0.95]",1e-07,False,,cf552_00004
5,88.0352644836272,0.44209378184539544,1733430150,checkpoint_000001,False,10,cf552_00005,2024-12-05_21-22-30,138.26835250854492,1377.212955236435,12136,Peter-Desktop,127.0.0.1,1377.212955236435,10,0.001,0.39115471348106273,16,8.474751638426925e-06,cross_entropy,adam,"[0.9, 0.9]",1e-06,True,True,cf552_00005
6,96.03274559193954,0.1645089446556589,1733430172,checkpoint_000001,False,10,cf552_00006,2024-12-05_21-22-52,129.8167519569397,1373.5819962024689,24840,Peter-Desktop,127.0.0.1,1373.5819962024689,10,0.01,0.7164040189453651,16,0.0009807726571526142,cross_entropy,sgd,"[0.9, 0.9]",1e-06,True,True,cf552_00006
7,96.8513853904282,0.11200476887281656,1733431523,checkpoint_000001,False,10,cf552_00007,2024-12-05_21-45-23,142.30454874038696,1366.787085533142,24304,Peter-Desktop,127.0.0.1,1366.787085533142,10,1e-05,0.1261986941971975,16,1.6580863982154361e-06,cross_entropy,adamw,"[0.9, 0.999]",1e-06,False,True,cf552_00007
8,30.54156171284635,2.1343054621285695,1733430334,,True,1,cf552_00008,2024-12-05_21-25-34,155.89932560920715,155.89932560920715,6864,Peter-Desktop,127.0.0.1,155.89932560920715,1,0.01,0.12677521854710078,8,8.512518332108437e-06,cross_entropy,adam,"[0.9, 0.95]",1e-06,False,,cf552_00008
9,88.60201511335012,0.5234373612728167,1733430497,,True,1,cf552_00009,2024-12-05_21-28-17,156.77180576324463,156.77180576324463,24312,Peter-Desktop,127.0.0.1,156.77180576324463,1,1e-05,0.7437036752132479,8,9.416102426661031e-06,cross_entropy,adamw,"[0.9, 0.9]",1e-08,False,,cf552_00009
10,95.65491183879094,0.12462861093948184,1733431116,,True,4,cf552_00010,2024-12-05_21-38-36,153.3095440864563,613.0069010257721,2288,Peter-Desktop,127.0.0.1,613.0069010257721,4,0.001,0.29924201060507843,8,3.35045374415073e-05,cross_entropy,sgd,"[0.92, 0.98]",1e-07,True,,cf552_00010
11,95.96977329974811,0.1288393250401472,1733432405,checkpoint_000001,False,10,cf552_00011,2024-12-05_22-00-05,121.43311166763306,1282.3405854701996,12112,Peter-Desktop,127.0.0.1,1282.3405854701996,10,0.0001,0.9327140767913157,32,7.276324518595928e-05,cross_entropy,adam,"[0.7, 0.9]",1e-08,False,True,cf552_00011
12,87.21662468513854,0.6335717209940893,1733431673,,True,1,cf552_00012,2024-12-05_21-47-53,143.87925696372986,143.87925696372986,5088,Peter-Desktop,127.0.0.1,143.87925696372986,1,1e-05,0.2971251522141559,16,0.0019469732214500628,cross_entropy,adam,"[0.9, 0.9]",1e-08,True,,cf552_00012
13,95.15113350125945,0.17396381932772206,1733432313,,True,4,cf552_00013,2024-12-05_21-58-33,158.2133288383484,634.152007818222,24564,Peter-Desktop,127.0.0.1,634.152007818222,4,0.001,0.9170935668256801,8,0.0005469620510141344,cross_entropy,sgd,"[0.9, 0.999]",1e-07,True,,cf552_00013
14,80.66750629722922,0.8323442138712712,1733432441,,True,1,cf552_00014,2024-12-05_22-00-41,121.79316473007202,121.79316473007202,24912,Peter-Desktop,127.0.0.1,121.79316473007202,1,0.001,0.357840891590328,32,4.281842740600704e-05,cross_entropy,sgd,"[0.85, 0.95]",1e-07,True,,cf552_00014
15,95.15113350125945,0.16370640675477469,1733433045,,True,4,cf552_00015,2024-12-05_22-10-45,162.0010118484497,633.5432090759277,15284,Peter-Desktop,127.0.0.1,633.5432090759277,4,0.0001,0.6605495862901204,8,9.596351709797956e-05,cross_entropy,adamw,"[0.7, 0.9]",1e-07,True,,cf552_00015
16,80.9823677581864,0.5446887246006983,1733432578,,True,1,cf552_00016,2024-12-05_22-02-58,130.00031661987305,130.00031661987305,14008,Peter-Desktop,127.0.0.1,130.00031661987305,1,0.001,0.13421264110283831,32,2.311340019067057e-06,cross_entropy,adam,"[0.99, 0.999]",1e-07,False,,cf552_00016
17,95.15113350125945,0.14313311844838958,1733433098,,True,4,cf552_00017,2024-12-05_22-11-38,122.57738828659058,513.7676167488098,10084,Peter-Desktop,127.0.0.1,513.7676167488098,4,0.0001,0.16813554498429256,32,0.00039195025205346763,cross_entropy,adam,"[0.95, 0.98]",1e-07,False,,cf552_00017
