Domain,avg_acc,worst_case_acc,best_case_acc
art_painting,65.8544921875,61.62109375,70.263671875
cartoon,73.50255972696246,68.89931740614334,77.55972696245733
photo,85.79041916167664,82.75449101796407,87.48502994011976
sketch,67.36828709595316,52.354288623059304,72.99567319928735
