Domain,avg_acc,worst_case_acc,best_case_acc
art_painting,63.8818359375,56.54296875,66.943359375
cartoon,68.9462457337884,66.21160409556315,71.6296928327645
photo,80.33532934131736,71.37724550898204,83.35329341317366
sketch,69.5036905064902,65.18198014762027,72.13031305675744
